Byte,Hop Count ,Source ,,Destination ,,Type ,TTL Type ,Next Hop ,,Distance ,Battery, Neighbour ,Address 1,,N-Battery,Address 1,,RSSI,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery
34,6,0,5,0,1,2,98,0,1,1,183,7,0,1,255,0,14,255,0,15,249,0,4,253,0,8,253,0,3,253,0,12,252,0,0,0,0,0,0,0,0,0,0,0,0
25,7,0,16,0,1,2,97,0,1,2,183,4,0,13,255,0,7,255,0,10,249,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7,0,9,0,1,2,97,0,1,2,183,8,0,14,255,0,8,255,0,3,249,0,12,252,0,13,253,0,7,252,0,6,253,0,2,253,0,0,0,0,0,0,0,0,0
19,7,0,10,0,1,2,96,0,1,3,183,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7,0,15,0,1,2,98,0,1,1,180,10,0,4,255,0,8,255,0,12,248,0,3,253,0,13,252,0,7,252,0,5,252,0,11,252,0,1,252,0,14,253,0,0,0
22,7,0,11,0,1,2,98,0,1,1,180,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,7,0,2,0,1,2,97,0,1,2,180,9,0,16,255,0,9,255,0,14,248,0,8,253,0,3,252,0,13,253,0,7,253,0,6,252,0,10,252,0,0,0,0,0,0
46,7,0,8,0,1,2,98,0,1,1,177,11,0,12,255,0,3,255,0,13,249,0,7,252,0,5,252,0,6,252,0,1,252,0,2,253,0,9,252,0,14,253,0,15,252
25,7,0,4,0,1,2,98,0,1,1,178,4,0,5,255,0,11,255,0,1,250,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7,0,15,0,1,2,97,0,1,1,177,10,0,8,255,0,12,255,0,3,249,0,13,252,0,7,253,0,5,253,0,11,253,0,1,253,0,14,253,0,4,252,0,0,0
34,7,0,5,0,1,2,98,0,1,1,178,7,0,1,255,0,14,255,0,8,249,0,15,252,0,4,252,0,12,252,0,3,252,0,0,0,0,0,0,0,0,0,0,0,0
25,7,0,16,0,1,2,97,0,1,2,178,4,0,7,255,0,13,255,0,10,249,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8,0,9,0,1,2,97,0,1,2,178,8,0,14,255,0,8,255,0,12,250,0,7,253,0,13,252,0,3,253,0,6,253,0,2,253,0,0,0,0,0,0,0,0,0
46,8,0,7,0,1,2,98,0,1,1,175,11,0,12,255,0,3,255,0,13,250,0,6,252,0,1,252,0,2,252,0,16,252,0,9,252,0,14,253,0,8,252,0,15,253
40,8,0,2,0,1,2,97,0,1,2,175,9,0,16,255,0,9,255,0,14,249,0,8,252,0,7,253,0,3,253,0,13,253,0,6,253,0,10,253,0,0,0,0,0,0
37,8,0,6,0,1,2,97,0,1,2,175,8,0,2,255,0,9,255,0,14,248,0,8,252,0,7,252,0,12,252,0,3,252,0,13,252,0,0,0,0,0,0,0,0,0
19,8,0,10,0,1,2,96,0,1,3,175,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,8,0,4,0,1,2,98,0,1,1,173,4,0,15,255,0,11,255,0,5,248,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,8,0,5,0,1,2,98,0,1,1,172,7,0,1,255,0,14,255,0,8,250,0,4,253,0,15,253,0,12,252,0,3,253,0,0,0,0,0,0,0,0,0,0,0,0
46,8,0,8,0,1,2,98,0,1,1,169,11,0,15,255,0,7,255,0,3,248,0,12,253,0,13,253,0,1,252,0,2,252,0,9,252,0,14,253,0,5,253,0,6,253
46,8,0,14,0,1,2,98,0,1,1,170,11,0,8,255,0,15,255,0,7,249,0,3,253,0,12,252,0,13,253,0,1,253,0,2,252,0,9,253,0,5,252,0,6,252
25,8,0,4,0,1,2,98,0,1,1,170,4,0,15,255,0,11,255,0,5,250,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8,0,7,0,1,2,98,0,1,1,170,11,0,3,255,0,12,255,0,13,248,0,6,252,0,1,253,0,2,253,0,16,253,0,9,253,0,14,252,0,8,252,0,15,252
40,9,0,2,0,1,2,97,0,1,2,170,9,0,16,255,0,9,255,0,14,249,0,8,252,0,7,252,0,3,253,0,13,252,0,6,252,0,10,253,0,0,0,0,0,0
25,9,0,16,0,1,2,97,0,1,2,170,4,0,7,255,0,13,255,0,10,249,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,9,0,7,0,1,2,98,0,1,1,167,11,0,3,255,0,13,255,0,12,248,0,6,252,0,1,253,0,2,252,0,16,252,0,9,253,0,14,253,0,8,252,0,15,252
46,9,0,3,0,1,2,98,0,1,1,167,11,0,13,255,0,12,255,0,5,248,0,6,253,0,1,252,0,2,252,0,9,253,0,14,253,0,8,252,0,15,253,0,7,253
43,9,0,1,0,1,2,100,0,1,0,255,10,0,14,255,0,8,255,0,4,249,0,7,252,0,15,252,0,11,253,0,3,252,0,13,252,0,5,253,0,12,252,0,0,0
19,9,0,10,0,1,2,96,0,1,3,168,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,9,0,14,0,1,2,98,0,1,1,165,11,0,8,255,0,7,255,0,15,248,0,3,253,0,6,253,0,1,252,0,2,253,0,9,253,0,13,252,0,5,253,0,12,252
46,9,0,7,0,1,2,98,0,1,1,165,11,0,15,255,0,3,255,0,13,248,0,6,253,0,1,253,0,2,253,0,16,252,0,9,252,0,14,253,0,8,252,0,12,252
46,9,0,14,0,1,2,98,0,1,1,162,11,0,8,255,0,7,255,0,15,249,0,13,253,0,3,253,0,5,252,0,12,252,0,6,252,0,1,252,0,2,252,0,9,253
25,9,0,4,0,1,2,98,0,1,1,162,4,0,15,255,0,11,255,0,5,248,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,9,0,3,0,1,2,98,0,1,1,162,11,0,5,255,0,12,255,0,6,249,0,1,253,0,2,253,0,9,252,0,14,252,0,8,253,0,7,252,0,15,252,0,13,252
40,9,0,2,0,1,2,97,0,1,2,162,9,0,16,255,0,9,255,0,14,250,0,8,252,0,7,252,0,13,252,0,3,252,0,6,253,0,10,253,0,0,0,0,0,0
43,1,0,1,0,1,2,100,0,1,0,255,10,0,14,255,0,4,255,0,8,249,0,7,252,0,15,253,0,13,252,0,11,252,0,5,252,0,3,253,0,12,253,0,0,0
46,1,0,8,0,1,2,98,0,1,1,159,11,0,7,255,0,15,255,0,13,248,0,5,252,0,3,252,0,12,253,0,6,253,0,1,253,0,2,253,0,9,253,0,14,253
40,1,0,2,0,1,2,97,0,1,2,159,9,0,16,255,0,9,255,0,14,248,0,8,252,0,7,253,0,13,253,0,3,252,0,6,252,0,10,253,0,0,0,0,0,0
25,1,0,4,0,1,2,98,0,1,1,157,4,0,15,255,0,11,255,0,5,248,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,14,0,1,2,98,0,1,1,157,11,0,8,255,0,7,255,0,15,249,0,13,252,0,3,253,0,5,252,0,12,253,0,6,253,0,1,252,0,2,253,0,9,253
37,1,0,9,0,1,2,97,0,1,2,157,8,0,14,255,0,8,255,0,7,249,0,13,252,0,3,253,0,12,252,0,6,252,0,2,252,0,0,0,0,0,0,0,0,0
43,1,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,14,255,0,8,249,0,7,252,0,15,252,0,13,252,0,3,253,0,11,253,0,5,253,0,12,252,0,0,0
19,1,0,10,0,1,2,96,0,1,3,157,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,4,0,1,2,98,0,1,1,155,4,0,15,255,0,11,255,0,5,249,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,0,15,0,1,2,98,0,1,1,154,10,0,13,255,0,3,255,0,11,249,0,5,253,0,12,253,0,1,252,0,14,252,0,4,253,0,8,253,0,7,252,0,0,0
34,1,0,5,0,1,2,98,0,1,1,155,7,0,12,255,0,1,255,0,14,248,0,4,253,0,8,253,0,15,253,0,3,253,0,0,0,0,0,0,0,0,0,0,0,0
37,1,0,6,0,1,2,97,0,1,2,155,8,0,2,255,0,9,255,0,14,249,0,8,252,0,7,252,0,13,253,0,3,253,0,12,253,0,0,0,0,0,0,0,0,0
46,1,0,8,0,1,2,97,0,1,1,151,11,0,7,255,0,15,255,0,13,249,0,5,252,0,3,253,0,12,252,0,6,252,0,1,252,0,2,252,0,9,253,0,14,253
46,1,0,13,0,1,2,98,0,1,1,152,11,0,3,255,0,12,255,0,6,249,0,1,253,0,2,252,0,16,253,0,9,253,0,14,253,0,8,252,0,7,252,0,15,253
43,1,0,15,0,1,2,98,0,1,1,152,10,0,13,255,0,5,255,0,3,248,0,11,252,0,12,253,0,1,252,0,14,253,0,4,252,0,8,253,0,7,252,0,0,0
37,2,0,9,0,1,2,97,0,1,2,152,8,0,14,255,0,8,255,0,7,249,0,13,253,0,3,252,0,12,253,0,6,253,0,2,252,0,0,0,0,0,0,0,0,0
46,2,0,7,0,1,2,98,0,1,1,149,11,0,8,255,0,13,255,0,15,250,0,3,252,0,12,252,0,6,253,0,1,252,0,2,253,0,16,253,0,9,252,0,14,252
22,2,0,11,0,1,2,98,0,1,1,150,3,0,1,255,0,4,255,0,15,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0,2,0,1,2,97,0,1,2,149,9,0,16,255,0,9,255,0,14,248,0,7,252,0,8,252,0,13,253,0,3,252,0,6,253,0,10,252,0,0,0,0,0,0
46,2,0,14,0,1,2,98,0,1,1,147,11,0,7,255,0,8,255,0,5,248,0,15,253,0,13,252,0,3,252,0,12,253,0,6,253,0,1,253,0,2,253,0,9,252
46,2,0,8,0,1,2,98,0,1,1,146,11,0,5,255,0,15,255,0,13,250,0,3,252,0,12,252,0,6,252,0,1,252,0,2,252,0,9,252,0,14,252,0,7,253
37,2,0,9,0,1,2,97,0,1,2,147,8,0,14,255,0,7,255,0,8,250,0,13,253,0,3,252,0,12,253,0,6,253,0,2,253,0,0,0,0,0,0,0,0,0
40,2,0,2,0,1,2,97,0,1,2,144,9,0,16,255,0,9,255,0,14,250,0,7,253,0,8,253,0,13,253,0,3,253,0,6,253,0,10,252,0,0,0,0,0,0
37,2,0,6,0,1,2,97,0,1,2,144,8,0,2,255,0,9,255,0,14,248,0,7,253,0,8,253,0,13,253,0,3,252,0,12,252,0,0,0,0,0,0,0,0,0
46,3,0,7,0,1,2,98,0,1,1,141,11,0,8,255,0,15,255,0,13,249,0,3,252,0,12,253,0,6,252,0,1,253,0,2,252,0,16,252,0,9,253,0,14,252
46,3,0,8,0,1,2,98,0,1,1,141,11,0,5,255,0,15,255,0,13,249,0,3,253,0,12,252,0,6,252,0,1,252,0,2,252,0,9,253,0,7,252,0,14,253
37,3,0,6,0,1,2,97,0,1,2,142,8,0,2,255,0,9,255,0,7,250,0,14,252,0,8,253,0,13,252,0,3,253,0,12,252,0,0,0,0,0,0,0,0,0
25,3,0,4,0,1,2,98,0,1,1,137,4,0,15,255,0,5,255,0,11,250,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,14,0,1,2,98,0,1,1,136,11,0,7,255,0,15,255,0,8,249,0,5,252,0,13,252,0,3,253,0,12,252,0,6,253,0,1,253,0,2,253,0,9,253
43,3,0,15,0,1,2,97,0,1,1,136,10,0,8,255,0,5,255,0,13,250,0,3,253,0,11,252,0,12,253,0,1,252,0,4,253,0,7,252,0,14,253,0,0,0
46,3,0,3,0,1,2,98,0,1,1,136,11,0,12,255,0,6,255,0,1,249,0,2,253,0,9,252,0,7,252,0,14,252,0,15,252,0,8,253,0,5,252,0,13,253
22,3,0,11,0,1,2,98,0,1,1,137,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,12,0,1,2,98,0,1,1,136,10,0,6,255,0,1,255,0,9,249,0,7,252,0,14,252,0,15,253,0,8,253,0,5,253,0,13,253,0,3,252,0,0,0
25,2,0,4,0,1,2,98,0,1,1,134,4,0,15,255,0,5,255,0,11,249,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,7,0,1,2,98,0,1,1,134,11,0,14,255,0,8,255,0,15,249,0,13,252,0,3,252,0,6,253,0,12,253,0,1,252,0,2,253,0,16,252,0,9,252
46,2,0,8,0,1,2,98,0,1,1,133,11,0,15,255,0,13,255,0,5,250,0,3,253,0,6,253,0,12,252,0,1,252,0,2,252,0,9,253,0,14,253,0,7,253
43,2,0,15,0,1,2,98,0,1,1,134,10,0,13,255,0,5,255,0,3,250,0,11,253,0,12,253,0,1,253,0,4,253,0,14,253,0,7,252,0,8,252,0,0,0
46,2,0,13,0,1,2,98,0,1,1,134,11,0,3,255,0,6,255,0,12,248,0,1,253,0,2,252,0,16,252,0,9,253,0,14,253,0,7,253,0,8,252,0,15,253
46,3,0,7,0,1,2,98,0,1,1,131,11,0,8,255,0,15,255,0,13,248,0,3,252,0,6,252,0,12,252,0,1,253,0,2,253,0,16,252,0,9,253,0,14,252
46,3,0,14,0,1,2,98,0,1,1,129,11,0,7,255,0,8,255,0,15,249,0,5,253,0,13,252,0,3,252,0,6,253,0,12,252,0,1,252,0,2,252,0,9,253
25,3,0,4,0,1,2,98,0,1,1,129,4,0,15,255,0,5,255,0,11,249,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,8,0,1,2,98,0,1,1,128,11,0,15,255,0,5,255,0,13,249,0,3,253,0,6,253,0,12,252,0,1,252,0,2,253,0,9,253,0,7,253,0,14,253
46,3,0,13,0,1,2,98,0,1,1,129,11,0,3,255,0,6,255,0,12,249,0,1,253,0,2,252,0,16,252,0,9,252,0,7,252,0,14,252,0,15,253,0,8,252
46,3,0,3,0,1,2,98,0,1,1,129,11,0,6,255,0,12,255,0,1,248,0,2,253,0,9,252,0,7,252,0,14,253,0,15,252,0,8,253,0,5,252,0,13,253
37,3,0,6,0,1,2,97,0,1,2,129,8,0,2,255,0,9,255,0,14,249,0,7,252,0,8,253,0,13,252,0,3,252,0,12,252,0,0,0,0,0,0,0,0,0
46,3,0,14,0,1,2,97,0,1,1,126,11,0,7,255,0,15,255,0,8,249,0,13,253,0,5,252,0,3,253,0,6,253,0,12,253,0,1,252,0,2,252,0,9,253
46,3,0,13,0,1,2,98,0,1,1,126,11,0,3,255,0,6,255,0,12,250,0,1,252,0,2,253,0,16,253,0,9,252,0,7,252,0,14,253,0,15,253,0,8,252
22,3,0,11,0,1,2,98,0,1,1,127,3,0,1,255,0,15,255,0,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,0,9,0,1,2,97,0,1,2,126,8,0,7,255,0,14,255,0,8,249,0,13,252,0,3,252,0,6,253,0,12,253,0,2,252,0,0,0,0,0,0,0,0,0
46,3,0,8,0,1,2,98,0,1,1,123,11,0,5,255,0,13,255,0,3,250,0,6,253,0,12,252,0,1,253,0,2,253,0,9,252,0,7,253,0,15,253,0,14,252
46,3,0,13,0,1,2,98,0,1,1,124,11,0,3,255,0,6,255,0,12,249,0,1,252,0,2,252,0,16,252,0,9,252,0,7,252,0,15,252,0,14,252,0,8,252
25,4,0,16,0,1,2,97,0,1,2,124,4,0,7,255,0,13,255,0,10,248,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4,0,1,0,1,2,100,0,1,0,255,10,0,7,255,0,15,255,0,4,249,0,8,252,0,14,252,0,5,253,0,13,252,0,3,252,0,11,252,0,12,252,0,0,0
46,4,0,7,0,1,2,98,0,1,1,121,11,0,15,255,0,8,255,0,14,249,0,13,252,0,3,252,0,6,252,0,12,253,0,1,253,0,2,253,0,16,252,0,9,253
46,4,0,8,0,1,2,98,0,1,1,120,11,0,14,255,0,5,255,0,13,250,0,3,253,0,6,253,0,12,253,0,1,252,0,2,253,0,9,252,0,7,253,0,15,253
25,4,0,16,0,1,2,97,0,1,2,121,4,0,7,255,0,13,255,0,10,248,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,0,9,0,1,2,97,0,1,2,121,8,0,7,255,0,8,255,0,14,249,0,13,252,0,3,252,0,6,252,0,12,253,0,2,252,0,0,0,0,0,0,0,0,0
19,4,0,10,0,1,2,96,0,1,3,121,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4,0,13,0,1,2,98,0,1,1,118,11,0,3,255,0,6,255,0,12,248,0,1,252,0,2,252,0,16,253,0,9,252,0,7,253,0,8,253,0,14,252,0,15,252
46,4,0,3,0,1,2,98,0,1,1,118,11,0,6,255,0,12,255,0,1,249,0,2,252,0,9,252,0,7,253,0,8,253,0,14,252,0,15,253,0,13,253,0,5,252
43,4,0,12,0,1,2,98,0,1,1,118,10,0,1,255,0,9,255,0,7,249,0,8,252,0,14,253,0,15,253,0,13,253,0,5,253,0,3,253,0,6,252,0,0,0
40,5,0,2,0,1,2,97,0,1,2,118,9,0,16,255,0,9,255,0,7,249,0,8,252,0,14,252,0,13,253,0,3,252,0,6,253,0,10,252,0,0,0,0,0,0
25,5,0,16,0,1,2,97,0,1,2,119,4,0,7,255,0,13,255,0,10,248,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,5,0,2,0,1,2,97,0,1,2,116,9,0,16,255,0,9,255,0,7,249,0,8,253,0,14,253,0,13,252,0,3,252,0,6,253,0,10,252,0,0,0,0,0,0
43,5,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,7,249,0,14,252,0,15,253,0,5,253,0,13,253,0,3,253,0,12,253,0,11,253,0,0,0
19,5,0,10,0,1,2,96,0,1,3,116,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,0,8,0,1,2,98,0,1,1,112,11,0,7,255,0,14,255,0,15,248,0,5,253,0,13,252,0,3,252,0,6,252,0,12,252,0,1,253,0,2,253,0,9,253
46,5,0,7,0,1,2,98,0,1,1,113,11,0,14,255,0,15,255,0,13,248,0,3,252,0,6,252,0,12,253,0,1,253,0,2,252,0,16,253,0,9,252,0,8,252
25,5,0,16,0,1,2,97,0,1,2,114,4,0,7,255,0,13,255,0,10,248,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,5,0,6,0,1,2,97,0,1,2,114,8,0,12,255,0,2,255,0,9,249,0,8,252,0,7,253,0,14,252,0,13,253,0,3,253,0,0,0,0,0,0,0,0,0
46,5,0,8,0,1,2,98,0,1,1,110,11,0,7,255,0,14,255,0,15,249,0,6,253,0,3,252,0,12,252,0,1,252,0,2,252,0,9,253,0,5,252,0,13,252
46,5,0,7,0,1,2,98,0,1,1,111,11,0,14,255,0,15,255,0,13,250,0,6,253,0,3,252,0,12,253,0,1,252,0,2,253,0,16,253,0,9,252,0,8,252
46,5,0,13,0,1,2,98,0,1,1,111,11,0,6,255,0,3,255,0,12,249,0,1,252,0,2,252,0,16,253,0,9,253,0,8,253,0,7,252,0,14,252,0,15,252
40,6,0,2,0,1,2,97,0,1,2,111,9,0,16,255,0,9,255,0,8,249,0,7,253,0,14,253,0,13,252,0,6,252,0,3,253,0,10,252,0,0,0,0,0,0
46,6,0,14,0,1,2,98,0,1,1,108,11,0,15,255,0,5,255,0,13,248,0,3,252,0,6,253,0,12,252,0,1,252,0,2,252,0,9,253,0,8,253,0,7,253
34,6,0,5,0,1,2,98,0,1,1,108,7,0,3,255,0,12,255,0,1,248,0,4,252,0,8,252,0,14,253,0,15,253,0,0,0,0,0,0,0,0,0,0,0,0
46,6,0,13,0,1,2,98,0,1,1,108,11,0,3,255,0,6,255,0,12,249,0,1,253,0,2,253,0,16,252,0,9,253,0,8,252,0,7,252,0,14,253,0,15,253
40,6,0,2,0,1,2,97,0,1,2,108,9,0,16,255,0,9,255,0,8,249,0,7,253,0,14,252,0,13,253,0,3,253,0,6,253,0,10,253,0,0,0,0,0,0
43,6,0,1,0,1,2,100,0,1,0,255,10,0,8,255,0,4,255,0,7,249,0,15,253,0,14,252,0,5,252,0,13,253,0,3,252,0,11,252,0,12,252,0,0,0
19,6,0,10,0,1,2,96,0,1,3,109,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6,0,5,0,1,2,98,0,1,1,106,7,0,3,255,0,12,255,0,1,249,0,4,252,0,8,253,0,15,252,0,14,253,0,0,0,0,0,0,0,0,0,0,0,0
43,6,0,12,0,1,2,98,0,1,1,106,10,0,6,255,0,1,255,0,9,248,0,8,253,0,7,252,0,15,252,0,14,253,0,5,252,0,13,252,0,3,252,0,0,0
37,6,0,6,0,1,2,97,0,1,2,106,8,0,2,255,0,9,255,0,8,249,0,7,252,0,14,253,0,13,252,0,3,252,0,12,253,0,0,0,0,0,0,0,0,0
43,6,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,7,250,0,15,253,0,14,253,0,5,253,0,13,253,0,11,252,0,3,253,0,12,252,0,0,0
34,7,0,5,0,1,2,98,0,1,1,103,7,0,3,255,0,12,255,0,1,248,0,4,253,0,8,253,0,15,252,0,14,252,0,0,0,0,0,0,0,0,0,0,0,0
22,7,0,11,0,1,2,98,0,1,1,104,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,0,16,0,1,2,97,0,1,2,103,4,0,7,255,0,13,255,0,10,248,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7,0,9,0,1,2,97,0,1,2,103,8,0,8,255,0,7,255,0,14,249,0,13,253,0,3,253,0,12,252,0,6,253,0,2,252,0,0,0,0,0,0,0,0,0
46,7,0,8,0,1,2,98,0,1,1,99,11,0,7,255,0,15,255,0,14,248,0,5,253,0,13,253,0,3,253,0,12,252,0,6,253,0,1,253,0,2,253,0,9,252
46,7,0,7,0,1,2,98,0,1,1,100,11,0,15,255,0,14,255,0,13,250,0,3,252,0,12,253,0,6,253,0,1,253,0,2,253,0,16,252,0,9,253,0,8,252
46,7,0,3,0,1,2,98,0,1,1,101,11,0,12,255,0,6,255,0,1,249,0,2,253,0,9,252,0,8,252,0,7,253,0,15,253,0,14,253,0,5,252,0,13,253
25,7,0,4,0,1,2,98,0,1,1,98,4,0,15,255,0,5,255,0,11,250,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7,0,7,0,1,2,98,0,1,1,98,11,0,15,255,0,14,255,0,13,250,0,3,253,0,12,252,0,6,252,0,1,253,0,2,253,0,16,253,0,9,253,0,8,253
34,7,0,5,0,1,2,98,0,1,1,98,7,0,3,255,0,12,255,0,1,249,0,4,252,0,8,252,0,15,253,0,14,252,0,0,0,0,0,0,0,0,0,0,0,0
43,7,0,12,0,1,2,98,0,1,1,98,10,0,6,255,0,1,255,0,9,249,0,8,253,0,7,252,0,15,253,0,14,253,0,5,253,0,13,252,0,3,252,0,0,0
37,8,0,9,0,1,2,97,0,1,2,98,8,0,8,255,0,7,255,0,14,249,0,13,252,0,3,253,0,12,253,0,6,252,0,2,252,0,0,0,0,0,0,0,0,0
25,8,0,4,0,1,2,98,0,1,1,96,4,0,15,255,0,5,255,0,11,249,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8,0,7,0,1,2,98,0,1,1,95,11,0,15,255,0,14,255,0,13,249,0,3,253,0,12,252,0,6,253,0,1,253,0,2,253,0,16,253,0,9,252,0,8,253
46,8,0,14,0,1,2,98,0,1,1,95,11,0,5,255,0,13,255,0,3,250,0,12,252,0,6,253,0,1,252,0,2,252,0,9,253,0,8,253,0,7,252,0,15,253
34,8,0,5,0,1,2,98,0,1,1,96,7,0,3,255,0,12,255,0,1,249,0,4,253,0,8,252,0,15,253,0,14,252,0,0,0,0,0,0,0,0,0,0,0,0
46,8,0,13,0,1,2,98,0,1,1,95,11,0,3,255,0,12,255,0,6,248,0,1,253,0,2,253,0,16,252,0,9,252,0,8,252,0,7,253,0,15,253,0,14,252
22,8,0,11,0,1,2,98,0,1,1,96,3,0,1,255,0,4,255,0,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8,0,14,0,1,2,98,0,1,1,93,11,0,5,255,0,13,255,0,3,248,0,12,253,0,6,253,0,1,252,0,2,253,0,9,253,0,8,253,0,7,253,0,15,253
37,8,0,9,0,1,2,97,0,1,2,93,8,0,8,255,0,7,255,0,14,249,0,13,252,0,3,252,0,12,252,0,6,252,0,2,252,0,0,0,0,0,0,0,0,0
46,8,0,7,0,1,2,98,0,1,1,90,11,0,15,255,0,14,255,0,13,249,0,3,253,0,12,253,0,6,252,0,1,253,0,2,253,0,16,253,0,9,253,0,8,253
43,8,0,15,0,1,2,98,0,1,1,90,10,0,14,255,0,5,255,0,13,249,0,11,252,0,3,252,0,12,252,0,1,252,0,8,253,0,4,252,0,7,252,0,0,0
43,9,0,12,0,1,2,98,0,1,1,90,10,0,6,255,0,1,255,0,9,249,0,8,253,0,7,253,0,15,253,0,14,252,0,5,252,0,13,253,0,3,252,0,0,0
25,9,0,16,0,1,2,97,0,1,2,91,4,0,7,255,0,13,255,0,10,250,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,9,0,6,0,1,2,97,0,1,2,90,8,0,2,255,0,9,255,0,8,248,0,7,252,0,14,252,0,13,253,0,3,252,0,12,253,0,0,0,0,0,0,0,0,0
43,9,0,12,0,1,2,98,0,1,1,88,10,0,6,255,0,1,255,0,9,248,0,8,253,0,7,252,0,15,253,0,14,253,0,5,252,0,13,253,0,3,253,0,0,0
25,9,0,16,0,1,2,97,0,1,2,88,4,0,7,255,0,13,255,0,10,249,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,9,0,6,0,1,2,97,0,1,2,88,8,0,2,255,0,9,255,0,8,249,0,7,252,0,14,253,0,13,253,0,3,252,0,12,253,0,0,0,0,0,0,0,0,0
46,9,0,7,0,1,2,98,0,1,1,85,11,0,15,255,0,14,255,0,13,249,0,3,253,0,12,253,0,6,252,0,1,252,0,2,252,0,16,252,0,9,252,0,8,252
46,9,0,13,0,1,2,98,0,1,1,85,11,0,3,255,0,12,255,0,6,249,0,1,252,0,2,252,0,16,252,0,9,252,0,8,253,0,15,252,0,7,253,0,14,253
46,9,0,3,0,1,2,98,0,1,1,85,11,0,12,255,0,6,255,0,1,248,0,2,252,0,9,252,0,8,253,0,15,252,0,7,253,0,14,253,0,5,252,0,13,253
