Byte,Hop Count ,Source ,,Destination ,,Type ,TTL Type ,Next Hop ,,Distance ,Battery, Neighbour ,Address 1,,N-Battery,Address 1,,RSSI,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery,Address 1,,N-Battery
19,9,0,10,0,1,2,96,0,9,3,139,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,9,0,7,0,1,2,98,0,9,1,136,11,0,15,255,0,8,255,0,13,250,0,3,252,0,12,252,0,6,253,0,1,252,0,2,252,0,16,253,0,9,252,0,14,252
46,9,0,13,0,1,2,98,0,9,1,136,11,0,3,255,0,12,255,0,6,249,0,1,253,0,2,253,0,16,252,0,9,252,0,7,253,0,14,252,0,15,253,0,8,253
25,9,0,16,0,1,2,97,0,9,2,137,4,0,7,255,0,13,255,0,10,250,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,7,255,0,14,249,0,8,252,0,15,252,0,13,253,0,5,252,0,3,252,0,11,252,0,12,252,0,0,0
34,3,0,5,0,1,2,98,0,1,1,134,7,0,3,255,0,12,255,0,1,249,0,4,252,0,14,253,0,8,253,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0
22,3,0,11,0,1,2,98,0,1,1,134,3,0,1,255,0,4,255,0,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,0,10,0,1,2,96,0,1,3,134,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,0,5,0,1,2,98,0,1,1,131,7,0,3,255,0,12,255,0,1,249,0,14,253,0,4,253,0,8,252,0,15,253,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,13,0,1,2,98,0,1,1,131,11,0,3,255,0,6,255,0,12,249,0,1,253,0,2,252,0,16,253,0,9,253,0,14,253,0,7,252,0,8,252,0,15,253
43,3,0,12,0,1,2,98,0,1,1,131,10,0,1,255,0,9,255,0,14,250,0,7,252,0,8,252,0,15,252,0,5,253,0,13,252,0,3,252,0,6,252,0,0,0
40,3,0,2,0,1,2,97,0,1,2,131,9,0,16,255,0,9,255,0,14,249,0,7,253,0,8,252,0,13,252,0,3,252,0,6,253,0,10,253,0,0,0,0,0,0
25,3,0,16,0,1,2,97,0,1,2,132,4,0,7,255,0,13,255,0,10,249,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,0,5,0,1,2,98,0,1,1,129,7,0,3,255,0,12,255,0,1,248,0,14,252,0,4,253,0,15,252,0,8,253,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,11,0,1,2,98,0,1,1,129,3,0,1,255,0,4,255,0,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0,2,0,1,2,97,0,1,2,129,9,0,16,255,0,9,255,0,7,249,0,14,253,0,8,252,0,13,253,0,3,252,0,6,252,0,10,253,0,0,0,0,0,0
25,2,0,16,0,1,2,97,0,1,2,129,4,0,7,255,0,13,255,0,10,249,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,0,1,0,1,2,100,0,1,0,255,10,0,14,255,0,7,255,0,4,248,0,15,253,0,8,252,0,13,252,0,5,253,0,3,252,0,11,252,0,12,253,0,0,0
46,3,0,7,0,1,2,98,0,1,1,126,11,0,14,255,0,15,255,0,8,249,0,13,253,0,3,252,0,6,253,0,12,252,0,1,253,0,2,252,0,16,253,0,9,252
25,3,0,4,0,1,2,98,0,1,1,126,4,0,15,255,0,5,255,0,11,248,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,0,5,0,1,2,98,0,1,1,126,7,0,3,255,0,12,255,0,1,249,0,14,252,0,15,253,0,4,252,0,8,252,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,12,0,1,2,98,0,1,1,126,10,0,1,255,0,9,255,0,7,248,0,14,253,0,15,252,0,8,253,0,5,252,0,13,253,0,3,252,0,6,253,0,0,0
46,3,0,7,0,1,2,98,0,1,1,123,11,0,15,255,0,14,255,0,8,250,0,13,253,0,3,253,0,6,253,0,12,253,0,1,252,0,2,252,0,16,253,0,9,253
43,3,0,15,0,1,2,98,0,1,1,124,10,0,14,255,0,4,255,0,8,249,0,5,253,0,13,253,0,3,253,0,11,253,0,12,252,0,1,253,0,7,253,0,0,0
25,3,0,4,0,1,2,98,0,1,1,124,4,0,5,255,0,11,255,0,1,249,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,14,0,1,2,98,0,1,1,124,11,0,8,255,0,5,255,0,13,250,0,3,253,0,6,252,0,12,253,0,1,252,0,2,252,0,9,253,0,7,252,0,15,252
34,3,0,5,0,1,2,98,0,1,1,124,7,0,3,255,0,12,255,0,1,250,0,15,252,0,14,253,0,4,252,0,8,253,0,0,0,0,0,0,0,0,0,0,0,0
22,3,0,11,0,1,2,98,0,1,1,124,3,0,1,255,0,15,255,0,4,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,0,2,0,1,2,97,0,1,2,124,9,0,16,255,0,9,255,0,7,249,0,14,253,0,8,252,0,13,253,0,3,252,0,6,253,0,10,252,0,0,0,0,0,0
37,3,0,6,0,1,2,97,0,1,2,124,8,0,2,255,0,9,255,0,7,248,0,8,252,0,14,252,0,13,253,0,3,253,0,12,253,0,0,0,0,0,0,0,0,0
19,3,0,10,0,1,2,96,0,1,3,124,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4,0,15,0,1,2,98,0,1,1,121,10,0,4,255,0,8,255,0,14,249,0,5,253,0,13,253,0,3,252,0,11,253,0,12,252,0,1,253,0,7,253,0,0,0
46,4,0,13,0,1,2,98,0,1,1,121,11,0,3,255,0,6,255,0,12,249,0,1,252,0,2,253,0,16,253,0,9,252,0,7,253,0,15,252,0,8,252,0,14,252
34,4,0,5,0,1,2,98,0,1,1,121,7,0,3,255,0,12,255,0,1,249,0,15,253,0,4,252,0,8,253,0,14,252,0,0,0,0,0,0,0,0,0,0,0,0
22,4,0,11,0,1,2,98,0,1,1,121,3,0,1,255,0,15,255,0,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4,0,2,0,1,2,97,0,1,2,121,9,0,16,255,0,9,255,0,7,249,0,8,253,0,14,252,0,13,252,0,3,253,0,6,252,0,10,253,0,0,0,0,0,0
25,4,0,4,0,1,2,98,0,1,1,119,4,0,15,255,0,5,255,0,11,250,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,0,11,0,1,2,98,0,1,1,119,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,0,9,0,1,2,97,0,1,2,119,8,0,7,255,0,8,255,0,14,249,0,13,253,0,3,252,0,6,252,0,12,252,0,2,253,0,0,0,0,0,0,0,0,0
37,4,0,6,0,1,2,97,0,1,2,119,8,0,12,255,0,2,255,0,9,249,0,8,253,0,7,252,0,14,252,0,13,252,0,3,252,0,0,0,0,0,0,0,0,0
19,4,0,10,0,1,2,96,0,1,3,119,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,0,4,0,1,2,98,0,1,1,116,4,0,15,255,0,5,255,0,11,250,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,0,8,0,1,2,98,0,1,1,115,11,0,7,255,0,14,255,0,15,249,0,13,252,0,5,253,0,3,252,0,6,252,0,12,253,0,1,253,0,2,253,0,9,252
46,5,0,7,0,1,2,97,0,1,1,116,11,0,14,255,0,15,255,0,13,249,0,3,253,0,6,253,0,12,253,0,1,252,0,2,253,0,16,252,0,9,252,0,8,253
25,5,0,16,0,1,2,97,0,1,2,116,4,0,7,255,0,13,255,0,10,249,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,0,4,0,1,2,98,0,1,1,114,4,0,15,255,0,5,255,0,11,248,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,5,0,2,0,1,2,97,0,1,2,113,9,0,16,255,0,9,255,0,7,249,0,8,253,0,14,253,0,13,253,0,3,252,0,6,253,0,10,253,0,0,0,0,0,0
37,5,0,9,0,1,2,97,0,1,2,114,8,0,7,255,0,8,255,0,14,250,0,13,253,0,3,252,0,6,252,0,12,252,0,2,252,0,0,0,0,0,0,0,0,0
19,5,0,10,0,1,2,96,0,1,3,114,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5,0,12,0,1,2,98,0,1,1,111,10,0,1,255,0,9,255,0,8,249,0,7,253,0,14,253,0,15,253,0,5,253,0,13,253,0,6,252,0,3,252,0,0,0
46,5,0,8,0,1,2,98,0,1,1,107,11,0,7,255,0,14,255,0,15,249,0,5,252,0,13,253,0,3,253,0,6,253,0,12,253,0,1,253,0,2,253,0,9,252
46,5,0,7,0,1,2,98,0,1,1,108,11,0,14,255,0,15,255,0,13,248,0,3,252,0,6,253,0,12,252,0,1,252,0,2,253,0,16,252,0,9,253,0,8,252
46,5,0,3,0,1,2,98,0,1,1,108,11,0,6,255,0,12,255,0,1,250,0,2,252,0,9,252,0,8,253,0,7,253,0,14,253,0,15,253,0,5,252,0,13,253
43,6,0,12,0,1,2,98,0,1,1,108,10,0,1,255,0,9,255,0,8,249,0,7,253,0,14,253,0,15,253,0,5,252,0,13,253,0,3,253,0,6,253,0,0,0
25,6,0,16,0,1,2,97,0,1,2,109,4,0,7,255,0,13,255,0,10,249,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,6,0,15,0,1,2,98,0,1,1,106,10,0,14,255,0,5,255,0,13,250,0,3,252,0,11,253,0,12,252,0,1,252,0,4,252,0,8,252,0,7,252,0,0,0
46,6,0,14,0,1,2,98,0,1,1,106,11,0,5,255,0,13,255,0,3,248,0,12,252,0,6,252,0,1,253,0,2,253,0,9,252,0,8,253,0,7,252,0,15,252
46,6,0,3,0,1,2,98,0,1,1,106,11,0,12,255,0,6,255,0,1,250,0,2,252,0,9,252,0,8,253,0,7,253,0,15,253,0,14,253,0,5,252,0,13,253
25,6,0,16,0,1,2,97,0,1,2,106,4,0,7,255,0,13,255,0,10,250,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6,0,10,0,1,2,96,0,1,3,106,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,6,0,13,0,1,2,98,0,1,1,103,11,0,3,255,0,12,255,0,6,248,0,1,252,0,2,253,0,16,252,0,9,253,0,8,253,0,7,253,0,15,253,0,14,253
43,6,0,12,0,1,2,98,0,1,1,103,10,0,6,255,0,1,255,0,9,249,0,8,252,0,7,253,0,15,252,0,14,253,0,5,253,0,13,252,0,3,253,0,0,0
40,6,0,2,0,1,2,97,0,1,2,103,9,0,16,255,0,9,255,0,8,249,0,7,253,0,14,253,0,13,252,0,3,253,0,6,253,0,10,253,0,0,0,0,0,0
46,6,0,14,0,1,2,98,0,1,1,100,11,0,5,255,0,13,255,0,3,250,0,12,252,0,6,252,0,1,252,0,2,253,0,9,253,0,8,253,0,7,252,0,15,253
22,7,0,11,0,1,2,98,0,1,1,101,3,0,1,255,0,4,255,0,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7,0,12,0,1,2,98,0,1,1,100,10,0,6,255,0,1,255,0,9,249,0,8,253,0,7,253,0,15,252,0,14,252,0,5,253,0,13,252,0,3,253,0,0,0
40,7,0,2,0,1,2,97,0,1,2,100,9,0,16,255,0,9,255,0,8,250,0,7,253,0,14,253,0,13,252,0,3,253,0,6,253,0,10,253,0,0,0,0,0,0
46,7,0,14,0,1,2,98,0,1,1,98,11,0,5,255,0,13,255,0,3,249,0,12,252,0,6,253,0,1,252,0,2,253,0,9,252,0,8,253,0,7,252,0,15,253
19,7,0,10,0,1,2,96,0,1,3,98,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7,0,8,0,1,2,98,0,1,1,94,11,0,7,255,0,15,255,0,14,249,0,5,252,0,13,252,0,3,253,0,12,253,0,6,252,0,1,253,0,2,252,0,9,253
43,7,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,7,250,0,15,252,0,14,252,0,5,252,0,13,253,0,11,253,0,3,252,0,12,253,0,0,0
46,7,0,13,0,1,2,98,0,1,1,93,11,0,3,255,0,12,255,0,6,249,0,1,252,0,2,252,0,16,253,0,9,253,0,8,253,0,7,253,0,15,253,0,14,253
43,7,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,7,248,0,15,253,0,14,252,0,5,252,0,13,253,0,11,252,0,3,252,0,12,253,0,0,0
46,7,0,8,0,1,2,98,0,1,1,89,11,0,7,255,0,15,255,0,14,250,0,5,252,0,13,253,0,3,252,0,12,253,0,6,252,0,1,253,0,2,253,0,9,253
25,7,0,4,0,1,2,98,0,1,1,91,4,0,15,255,0,5,255,0,11,248,0,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8,0,13,0,1,2,98,0,1,1,90,11,0,3,255,0,12,255,0,6,249,0,1,253,0,2,252,0,16,253,0,9,253,0,8,253,0,7,253,0,15,253,0,14,253
22,8,0,11,0,1,2,98,0,1,1,91,3,0,1,255,0,4,255,0,15,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8,0,8,0,1,2,98,0,1,1,87,11,0,7,255,0,15,255,0,14,249,0,5,253,0,13,253,0,3,252,0,12,252,0,6,253,0,1,253,0,2,252,0,9,253
46,8,0,14,0,1,2,98,0,1,1,88,11,0,5,255,0,13,255,0,3,249,0,12,252,0,6,252,0,1,252,0,2,252,0,9,252,0,8,252,0,7,253,0,15,252
43,8,0,15,0,1,2,98,0,1,1,85,10,0,14,255,0,5,255,0,13,249,0,3,253,0,11,252,0,12,252,0,1,252,0,4,252,0,8,252,0,7,253,0,0,0
25,8,0,16,0,1,2,97,0,1,2,86,4,0,7,255,0,13,255,0,10,248,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8,0,6,0,1,2,97,0,1,2,85,8,0,2,255,0,9,255,0,8,249,0,7,253,0,14,253,0,13,253,0,3,253,0,12,252,0,0,0,0,0,0,0,0,0
43,8,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,15,248,0,7,252,0,14,253,0,5,253,0,13,253,0,11,252,0,3,252,0,12,253,0,0,0
46,8,0,8,0,1,2,98,0,1,1,81,11,0,15,255,0,7,255,0,14,249,0,5,253,0,13,253,0,3,252,0,12,253,0,6,252,0,1,252,0,2,252,0,9,252
46,8,0,7,0,1,2,98,0,1,1,82,11,0,14,255,0,13,255,0,3,249,0,12,253,0,6,252,0,1,252,0,2,252,0,16,253,0,9,252,0,8,253,0,15,252
46,8,0,13,0,1,2,98,0,1,1,83,11,0,3,255,0,12,255,0,6,248,0,1,253,0,2,252,0,16,253,0,9,253,0,8,252,0,7,253,0,15,252,0,14,252
40,9,0,2,0,1,2,97,0,1,2,82,9,0,16,255,0,9,255,0,8,250,0,7,253,0,14,252,0,13,253,0,3,253,0,6,253,0,10,253,0,0,0,0,0,0
37,9,0,6,0,1,2,97,0,1,2,83,8,0,2,255,0,9,255,0,8,250,0,7,252,0,14,253,0,13,253,0,3,253,0,12,252,0,0,0,0,0,0,0,0,0
43,9,0,1,0,1,2,100,0,1,0,255,10,0,8,255,0,4,255,0,15,249,0,7,253,0,14,253,0,5,253,0,13,252,0,3,252,0,11,253,0,12,253,0,0,0
34,9,0,5,0,1,2,98,0,1,1,80,7,0,3,255,0,12,255,0,1,249,0,4,252,0,8,252,0,15,253,0,14,252,0,0,0,0,0,0,0,0,0,0,0,0
46,9,0,13,0,1,2,98,0,1,1,80,11,0,3,255,0,12,255,0,6,249,0,1,252,0,2,252,0,16,252,0,9,253,0,8,252,0,15,252,0,7,252,0,14,253
37,9,0,6,0,1,2,97,0,1,2,80,8,0,2,255,0,9,255,0,8,249,0,7,253,0,14,253,0,13,252,0,3,253,0,12,252,0,0,0,0,0,0,0,0,0
46,9,0,8,0,1,2,98,0,1,1,76,11,0,15,255,0,7,255,0,14,250,0,5,252,0,13,252,0,3,252,0,12,253,0,6,252,0,1,252,0,2,253,0,9,253
46,9,0,3,0,1,2,98,0,1,1,77,11,0,12,255,0,6,255,0,1,248,0,2,253,0,9,253,0,8,252,0,15,252,0,7,253,0,14,253,0,5,252,0,13,252
43,9,0,12,0,1,2,98,0,1,1,77,10,0,6,255,0,1,255,0,9,249,0,8,253,0,15,252,0,7,253,0,14,252,0,5,253,0,13,253,0,3,252,0,0,0
43,9,0,1,0,1,2,100,0,1,0,255,10,0,8,255,0,4,255,0,15,248,0,7,252,0,14,253,0,5,253,0,13,253,0,3,253,0,11,253,0,12,253,0,0,0
46,9,0,7,0,1,2,98,0,1,1,75,11,0,14,255,0,13,255,0,3,249,0,12,253,0,6,253,0,1,252,0,2,252,0,16,253,0,9,252,0,8,252,0,15,253
43,9,0,12,0,1,2,98,0,1,1,75,10,0,6,255,0,1,255,0,9,250,0,8,252,0,15,253,0,7,252,0,14,252,0,5,252,0,13,252,0,3,252,0,0,0
37,1,0,9,0,1,2,97,0,1,2,75,8,0,8,255,0,7,255,0,14,249,0,13,252,0,3,252,0,12,253,0,6,253,0,2,252,0,0,0,0,0,0,0,0,0
25,1,0,4,0,1,2,98,0,1,1,73,4,0,15,255,0,5,255,0,11,249,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,15,248,0,7,253,0,5,252,0,14,252,0,13,252,0,3,252,0,11,252,0,12,252,0,0,0
37,1,0,6,0,1,2,97,0,1,2,70,8,0,2,255,0,9,255,0,8,248,0,7,252,0,14,253,0,13,252,0,3,252,0,12,252,0,0,0,0,0,0,0,0,0
19,1,0,10,0,1,2,96,0,1,3,70,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,13,0,1,2,98,0,1,1,67,11,0,3,255,0,12,255,0,6,250,0,1,252,0,2,252,0,16,252,0,9,253,0,8,253,0,15,253,0,7,252,0,14,252
37,1,0,9,0,1,2,97,0,1,2,67,8,0,8,255,0,7,255,0,14,248,0,13,252,0,3,252,0,12,253,0,6,252,0,2,252,0,0,0,0,0,0,0,0,0
37,1,0,6,0,1,2,97,0,1,2,67,8,0,2,255,0,9,255,0,8,248,0,7,252,0,14,252,0,13,253,0,3,252,0,12,253,0,0,0,0,0,0,0,0,0
19,1,0,10,0,1,2,96,0,1,3,68,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,4,0,1,2,98,0,1,1,65,4,0,15,255,0,5,255,0,11,248,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,0,15,0,1,2,98,0,1,1,65,10,0,7,255,0,5,255,0,14,249,0,13,253,0,3,252,0,1,253,0,4,252,0,8,252,0,12,253,0,11,252,0,0,0
40,1,0,2,0,1,2,97,0,1,2,65,9,0,16,255,0,9,255,0,8,250,0,7,252,0,14,252,0,13,253,0,3,252,0,6,253,0,10,253,0,0,0,0,0,0
19,1,0,10,0,1,2,96,0,1,3,65,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,8,0,1,2,98,0,1,1,61,11,0,15,255,0,7,255,0,5,249,0,14,253,0,13,252,0,3,253,0,12,252,0,6,252,0,1,252,0,2,253,0,9,253
43,1,0,15,0,1,2,98,0,1,1,62,10,0,7,255,0,5,255,0,14,249,0,13,253,0,3,253,0,12,253,0,11,252,0,1,253,0,4,253,0,8,252,0,0,0
40,2,0,2,0,1,2,97,0,1,2,62,9,0,16,255,0,9,255,0,8,249,0,7,252,0,14,252,0,13,252,0,3,252,0,6,253,0,10,252,0,0,0,0,0,0
25,2,0,16,0,1,2,97,0,1,2,62,4,0,7,255,0,13,255,0,10,249,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,0,1,0,1,2,100,0,1,0,255,10,0,8,255,0,4,255,0,15,248,0,7,253,0,5,252,0,14,252,0,13,253,0,3,253,0,12,252,0,11,253,0,0,0
19,2,0,10,0,1,2,96,0,1,3,63,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,0,5,0,1,2,98,0,1,1,60,7,0,14,255,0,3,255,0,12,248,0,1,252,0,4,253,0,8,252,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,16,0,1,2,97,0,1,2,60,4,0,7,255,0,13,255,0,10,250,0,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,0,1,0,1,2,100,0,1,0,255,10,0,15,255,0,7,255,0,5,249,0,14,252,0,13,253,0,3,253,0,12,253,0,11,253,0,4,252,0,8,253,0,0,0
43,2,0,15,0,1,2,98,0,1,1,57,10,0,7,255,0,5,255,0,14,250,0,13,253,0,3,253,0,12,253,0,11,252,0,1,252,0,4,253,0,8,253,0,0,0
46,2,0,7,0,1,2,98,0,1,1,57,11,0,14,255,0,13,255,0,3,248,0,12,252,0,6,252,0,1,252,0,2,252,0,16,253,0,9,253,0,8,253,0,15,252
40,3,0,2,0,1,2,97,0,1,2,57,9,0,16,255,0,9,255,0,8,249,0,7,253,0,14,252,0,13,253,0,3,253,0,6,252,0,10,252,0,0,0,0,0,0
25,3,0,4,0,1,2,98,0,1,1,55,4,0,15,255,0,5,255,0,11,248,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,8,0,1,2,98,0,1,1,53,11,0,15,255,0,7,255,0,5,248,0,14,253,0,13,252,0,3,253,0,12,252,0,6,252,0,1,252,0,2,252,0,9,253
46,3,0,14,0,1,2,98,0,1,1,54,11,0,13,255,0,3,255,0,12,250,0,6,252,0,1,253,0,2,253,0,9,252,0,8,252,0,15,252,0,7,252,0,5,253
43,3,0,12,0,1,2,98,0,1,1,54,10,0,6,255,0,1,255,0,9,250,0,8,252,0,15,253,0,7,253,0,5,253,0,14,252,0,13,252,0,3,252,0,0,0
22,3,0,11,0,1,2,98,0,1,1,55,3,0,1,255,0,4,255,0,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,0,9,0,1,2,97,0,1,2,55,8,0,8,255,0,7,255,0,14,248,0,13,253,0,3,252,0,12,253,0,6,252,0,2,253,0,0,0,0,0,0,0,0,0
34,3,0,5,0,1,2,98,0,1,1,52,7,0,14,255,0,3,255,0,12,248,0,1,252,0,4,253,0,8,253,0,15,253,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,14,0,1,2,98,0,1,1,52,11,0,13,255,0,3,255,0,12,250,0,6,252,0,1,252,0,2,253,0,9,252,0,8,252,0,15,253,0,7,252,0,5,253
37,2,0,9,0,1,2,97,0,1,2,52,8,0,8,255,0,7,255,0,14,250,0,13,253,0,3,253,0,12,252,0,6,253,0,2,252,0,0,0,0,0,0,0,0,0
37,2,0,6,0,1,2,97,0,1,2,52,8,0,2,255,0,9,255,0,8,248,0,7,252,0,14,253,0,13,252,0,3,253,0,12,253,0,0,0,0,0,0,0,0,0
46,2,0,13,0,1,2,98,0,1,1,49,11,0,3,255,0,12,255,0,6,249,0,1,252,0,2,253,0,16,253,0,9,253,0,8,252,0,15,253,0,7,252,0,14,253
46,2,0,3,0,1,2,98,0,1,1,47,11,0,12,255,0,6,255,0,1,249,0,2,253,0,9,252,0,8,252,0,15,253,0,7,253,0,5,253,0,14,252,0,13,253
25,2,0,16,0,1,2,97,0,1,2,47,4,0,7,255,0,13,255,0,10,249,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,1,0,1,2,100,0,1,0,255,10,0,4,255,0,8,255,0,15,250,0,7,253,0,5,252,0,14,253,0,13,253,0,3,252,0,11,253,0,12,253,0,0,0
43,3,0,15,0,1,2,98,0,1,1,44,10,0,7,255,0,5,255,0,14,250,0,13,252,0,3,252,0,11,252,0,12,252,0,1,253,0,4,253,0,8,253,0,0,0
46,3,0,7,0,1,2,98,0,1,1,44,11,0,14,255,0,13,255,0,3,249,0,12,253,0,6,252,0,1,252,0,2,252,0,16,253,0,9,253,0,8,253,0,15,253
37,3,0,6,0,1,2,97,0,1,2,44,8,0,2,255,0,9,255,0,8,248,0,7,253,0,14,252,0,13,252,0,3,252,0,12,252,0,0,0,0,0,0,0,0,0
40,3,0,2,0,1,2,97,0,1,2,41,9,0,16,255,0,9,255,0,8,248,0,7,253,0,14,252,0,13,253,0,3,253,0,6,253,0,10,252,0,0,0,0,0,0
37,3,0,9,0,1,2,97,0,1,2,42,8,0,8,255,0,7,255,0,14,250,0,13,252,0,3,253,0,12,253,0,6,252,0,2,252,0,0,0,0,0,0,0,0,0
25,3,0,4,0,1,2,98,0,1,1,39,4,0,15,255,0,5,255,0,11,249,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,15,0,1,2,98,0,1,1,39,10,0,7,255,0,5,255,0,14,249,0,13,252,0,3,252,0,11,253,0,12,252,0,1,252,0,4,252,0,8,253,0,0,0
25,3,0,16,0,1,2,97,0,1,2,39,4,0,7,255,0,13,255,0,10,250,0,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,0,9,0,1,2,97,0,1,2,39,8,0,8,255,0,7,255,0,14,248,0,13,252,0,3,253,0,12,252,0,6,253,0,2,252,0,0,0,0,0,0,0,0,0
37,3,0,6,0,1,2,97,0,1,2,39,8,0,2,255,0,9,255,0,8,249,0,7,252,0,14,252,0,13,253,0,3,252,0,12,252,0,0,0,0,0,0,0,0,0
19,3,0,10,0,1,2,96,0,1,3,40,2,0,2,255,0,16,255]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,0,4,0,1,2,98,0,1,1,37,4,0,15,255,0,5,255,0,11,248,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4,0,15,0,1,2,98,0,1,1,36,10,0,7,255,0,5,255,0,14,249,0,13,252,0,3,252,0,11,253,0,12,252,0,1,252,0,4,252,0,8,253,0,0,0
